Applicant_ID,default_status
Apcnt_1000032,0.43185871113791807
Apcnt_1000048,0.32082617312093725
Apcnt_1000052,0.21233201330347273
Apcnt_1000076,0.8152911416131609
Apcnt_1000080,0.07847590051901271
Apcnt_1000084,0.19422028828973098
Apcnt_1000104,0.30708140441872384
Apcnt_1000116,0.5784745471520051
Apcnt_1000128,0.27447657500203054
Apcnt_1000156,0.31636155151124407
Apcnt_1000192,0.11904759852478551
Apcnt_1000208,0.05068536377420474
Apcnt_1000264,0.7912016654342259
Apcnt_1000288,0.057709811909777885
Apcnt_1000292,0.3524267293569783
Apcnt_1000328,0.6577534743442653
Apcnt_1000336,0.35065833705753396
Apcnt_1000356,0.07314763526011221
Apcnt_1000368,0.13637666709357196
Apcnt_1000372,0.7095041575161624
Apcnt_1000392,0.08717308830303497
Apcnt_1000396,0.12806233015077126
Apcnt_1000400,0.13838336397888054
Apcnt_1000416,0.3394004634297906
Apcnt_1000428,0.03002876650652579
Apcnt_1000440,0.049142780500934194
Apcnt_1000456,0.527350857369293
Apcnt_1000472,0.05076530851202804
Apcnt_1000488,0.1015598489317412
Apcnt_1000492,0.11290287889168515
Apcnt_1000504,0.6274334235906641
Apcnt_1000516,0.38998827159026983
Apcnt_1000532,0.059562725711360724
Apcnt_1000552,0.4202668428505165
Apcnt_1000564,0.45739112538141924
Apcnt_1000576,0.38798388592746386
Apcnt_1000596,0.05958566576317625
Apcnt_1000620,0.09453526737142919
Apcnt_1000624,0.023588792937395905
Apcnt_1000636,0.0012787560023378346
Apcnt_1000648,0.018258870736649717
Apcnt_1000668,0.05440705895614477
Apcnt_1000680,0.15895222417690114
Apcnt_1000696,0.07231334679153378
Apcnt_1000704,0.5016050015104455
Apcnt_1000724,0.04868107534690202
Apcnt_1000740,0.30915422039542173
Apcnt_1000744,0.015462109101552298
Apcnt_1000756,0.02358407231287472
Apcnt_1000768,0.00937140419463987
Apcnt_1000784,0.005124116148052937
Apcnt_1000796,0.00928697706026163
Apcnt_1000808,0.0002309668806916014
Apcnt_1000816,0.01745784459499615
Apcnt_1000820,0.00397077806460996
Apcnt_1000824,0.09065778819028826
Apcnt_1000856,0.5243525647139309
Apcnt_1000872,0.7049813958674388
Apcnt_1000880,0.0933661043481127
Apcnt_1000904,0.23765221928583755
Apcnt_1000912,0.5638959740466365
Apcnt_1000920,0.39719256716468815
Apcnt_1000952,0.07668042098728771
Apcnt_1000960,0.14374369556126312
Apcnt_1000964,0.2567564635649994
Apcnt_1000968,0.03330913463486458
Apcnt_1000976,0.5737540774385609
Apcnt_1000984,0.5510956756557985
Apcnt_1000992,0.2360080834547363
Apcnt_1000996,0.5363446625684283
Apcnt_1001000,0.18074369358002043
Apcnt_1001008,0.144591693723127
Apcnt_1001028,0.0363023275208583
Apcnt_1001032,0.3759500646452062
Apcnt_1001036,0.7941627103229335
Apcnt_1001040,0.7082894189392955
Apcnt_1001048,0.678489607169613
Apcnt_1001052,0.04802811773847003
Apcnt_1001068,0.756297355555033
Apcnt_1001076,0.11283811929990614
Apcnt_1001080,0.23509199204861134
Apcnt_1001092,0.09733938575031588
Apcnt_1001120,0.6882458529035835
Apcnt_1001144,0.7160216771396708
Apcnt_1001148,0.12210621054555623
Apcnt_1001168,0.1010435397326625
Apcnt_1001176,0.7556622028470712
Apcnt_1001200,0.19545679359857193
Apcnt_1001224,0.45700195914627184
Apcnt_1001228,0.5650611028275236
Apcnt_1001236,0.028320783483616517
Apcnt_1001244,0.22227188217729746
Apcnt_1001248,0.008590572266733501
Apcnt_1001256,0.17121455536122582
Apcnt_1001260,0.17574664602212586
Apcnt_1001264,0.011680660484386525
Apcnt_1001288,0.031066843461885534
Apcnt_1001292,0.06171452971829613
Apcnt_1001296,0.10112235219232558
Apcnt_1001304,0.273104939371394
Apcnt_1001308,0.1165211465840738
Apcnt_1001316,0.1665681032668541
Apcnt_1001320,0.30417103266729373
Apcnt_1001352,0.3688539599638581
Apcnt_1001360,0.4436906655047507
Apcnt_1001376,0.692233693046167
Apcnt_1001384,0.030588080709970517
Apcnt_1001388,0.46048975620741184
Apcnt_1001400,0.4908378652261295
Apcnt_1001416,0.48970257046575544
Apcnt_1001436,0.5316469711060888
Apcnt_1001452,0.37850011092181207
Apcnt_1001456,0.03830851662988656
Apcnt_1001468,0.5975051451106711
Apcnt_1001480,0.17190330065997153
Apcnt_1001488,0.4598074163033333
Apcnt_1001508,0.5769011002009602
Apcnt_1001512,0.04672849905719223
Apcnt_1001516,0.39977361623113117
Apcnt_1001528,0.36633795765208493
Apcnt_1001532,0.1627298321234856
Apcnt_1001548,0.00947538712628843
Apcnt_1001552,0.00891543083042774
Apcnt_1001572,0.1699610210378097
Apcnt_1001580,0.008176376362367581
Apcnt_1001584,0.05151004458656225
Apcnt_1001624,0.046849561385057505
Apcnt_1001632,0.03210115965932128
Apcnt_1001668,0.1175368412772653
Apcnt_1001692,0.04013499630170473
Apcnt_1001700,0.023631739269128472
Apcnt_1001708,0.09237904313218637
Apcnt_1001716,0.05541032913084551
Apcnt_1001732,0.03830036078247518
Apcnt_1001752,0.5748217003369178
Apcnt_1001760,0.000634078411638546
Apcnt_1001764,0.028273786258012797
Apcnt_1001776,0.32517499148091916
Apcnt_1001780,0.36100049937039347
Apcnt_1001788,0.5043257187116912
Apcnt_1001792,0.02578176732484979
Apcnt_1001800,0.10807576905940985
Apcnt_1001820,0.3990436701740682
Apcnt_1001828,0.6024389801746785
Apcnt_1001836,0.05895787592259065
Apcnt_1001844,0.5027419075981503
Apcnt_1001848,0.22331362605227953
Apcnt_1001860,0.318678259876257
Apcnt_1001880,0.32023065259968375
Apcnt_1001888,0.5028711194408199
Apcnt_1001900,0.31420956970057945
Apcnt_1001908,0.661874167985651
Apcnt_1001936,0.28200499246237626
Apcnt_1001940,0.12177715693967175
Apcnt_1001960,0.30589484824300595
Apcnt_1001988,0.4586753648316342
Apcnt_1002000,0.1376923221921026
Apcnt_1002020,0.18900892357048876
Apcnt_1002024,0.36241525126362756
Apcnt_1002028,0.47377223941326896
Apcnt_1002032,0.32226701762513077
Apcnt_1002044,0.08749867821251439
Apcnt_1002052,0.14859533827882115
Apcnt_1002056,0.013357820306172833
Apcnt_1002080,0.03223661444147876
Apcnt_1002084,0.15960850256082285
Apcnt_1002096,0.06981323388841683
Apcnt_1002112,0.0019578902415332768
Apcnt_1002124,0.15793991430218499
Apcnt_1002140,0.045114743573532574
Apcnt_1002152,0.2603037063291361
Apcnt_1002156,0.05183565562921258
Apcnt_1002168,0.15233099141607725
Apcnt_1002176,0.5680086057432868
Apcnt_1002200,0.0171900823114958
Apcnt_1002228,0.5068811159489851
Apcnt_1002252,0.2801822479558999
Apcnt_1002268,0.6512333293786251
Apcnt_1002272,0.38129968207111903
Apcnt_1002276,0.7383196464351736
Apcnt_1002288,0.046428739143923536
Apcnt_1002304,0.5968744574997052
Apcnt_1002312,0.4859347147051948
Apcnt_1002320,0.2633522828511813
Apcnt_1002324,0.1373363228084261
Apcnt_1002336,0.29757122663274677
Apcnt_1002368,0.2389515156231645
Apcnt_1002384,0.041286386060974074
Apcnt_1002388,0.21008164498923493
Apcnt_1002400,0.11882529917818732
Apcnt_1002404,0.34392554284059607
Apcnt_1002412,0.4098787985308886
Apcnt_1002420,0.013967614664150831
Apcnt_1002424,0.0868789968018124
Apcnt_1002432,0.12699661061396075
Apcnt_1002444,0.27661529151712316
Apcnt_1002456,0.0025894880402560962
Apcnt_1002468,0.007869733332951762
Apcnt_1002472,0.011653242020031073
Apcnt_1002484,0.0063166797247658805
Apcnt_1002536,0.21919141129461445
Apcnt_1002568,0.20762854339140155
Apcnt_1002576,0.31145196515358275
Apcnt_1002580,0.020759003505658305
Apcnt_1002604,0.283967691861413
Apcnt_1002612,0.4304060946978486
Apcnt_1002616,0.42257503105791694
Apcnt_1002624,0.012815628018764728
Apcnt_1002632,0.16899864254920535
Apcnt_1002636,0.5979332904891498
Apcnt_1002644,0.4645655896238034
Apcnt_1002656,0.16976719978772747
Apcnt_1002672,0.7348794901919181
Apcnt_1002680,0.12362348547512808
Apcnt_1002700,0.283133639414575
Apcnt_1002736,0.5672171291337273
Apcnt_1002756,0.09836355287429525
Apcnt_1002760,0.33252825465642155
Apcnt_1002768,0.7771077063853882
Apcnt_1002780,0.6539635326831814
Apcnt_1002784,0.006101243987129436
Apcnt_1002788,0.006854264086149346
Apcnt_1002796,0.11114295216245262
Apcnt_1002800,0.22930602645687717
Apcnt_1002808,0.37693870708086413
Apcnt_1002812,0.08562846326742408
Apcnt_1002832,0.5522654612590514
Apcnt_1002848,0.4021887809295496
Apcnt_1002852,0.013618834933512082
Apcnt_1002860,0.5616887881823626
Apcnt_1002868,0.07363824508013385
Apcnt_1002872,0.8658712804923964
Apcnt_1002888,0.7972389609160667
Apcnt_1002892,0.06313024346895248
Apcnt_1002896,0.46051295944149173
Apcnt_1002912,0.4026033814217009
Apcnt_1002932,0.27493117355912394
Apcnt_1002936,0.18286696384059248
Apcnt_1002980,0.09935622112784312
Apcnt_1002992,0.33840119067369584
Apcnt_1003000,0.14847025864802346
Apcnt_1003028,0.5100496418365534
Apcnt_1003036,0.012015245755887971
Apcnt_1003040,0.05865939588722622
Apcnt_1003048,0.7998872688912793
Apcnt_1003076,0.4625247050545014
Apcnt_1003080,0.6285214970264855
Apcnt_1003100,0.20246056574973384
Apcnt_1003148,0.2686295491877559
Apcnt_1003152,0.001192717173303925
Apcnt_1003180,0.5558002472687955
Apcnt_1003200,0.4659411122921003
Apcnt_1003208,0.6057975152017232
Apcnt_1003216,0.5429701431513739
Apcnt_1003224,0.08104694507417527
Apcnt_1003228,0.29693820593787323
Apcnt_1003232,0.15250976029865182
Apcnt_1003236,0.2335992824286016
Apcnt_1003276,0.24193736061919865
Apcnt_1003280,0.27939658506076914
Apcnt_1003308,0.2642767610231652
Apcnt_1003312,0.65852500301191
Apcnt_1003324,0.1001405834785951
Apcnt_1003340,0.16417724603598186
Apcnt_1003356,0.07088435285010047
Apcnt_1003384,0.005984301580476174
Apcnt_1003400,0.00831608859832228
Apcnt_1003412,0.6077964298971269
Apcnt_1003424,0.30651959124957207
Apcnt_1003428,0.04998778247499944
Apcnt_1003452,0.1530768854143617
Apcnt_1003456,0.013959785450393388
Apcnt_1003460,0.29026603110341076
Apcnt_1003484,0.01682399726620569
Apcnt_1003504,0.021546685328666732
Apcnt_1003516,0.004955956246865308
Apcnt_1003520,0.007429526997277044
Apcnt_1003524,0.01912620562846937
Apcnt_1003532,0.019123988558177103
Apcnt_1003560,0.9164435435232667
Apcnt_1003584,0.12685229825524671
Apcnt_1003588,0.2489212919975418
Apcnt_1003600,0.052192115234158294
Apcnt_1003612,0.18477643355162443
Apcnt_1003620,0.4234877581434247
Apcnt_1003636,0.1405001513096486
Apcnt_1003656,0.3750891446281594
Apcnt_1003676,0.4938995649786474
Apcnt_1003696,0.45645149446036654
Apcnt_1003720,0.11467171462324431
Apcnt_1003728,0.3068280674953008
Apcnt_1003732,0.6456702200279018
Apcnt_1003736,0.00993690647980968
Apcnt_1003740,0.43171322980593
Apcnt_1003744,0.0744339028719664
Apcnt_1003752,0.3553788280302396
Apcnt_1003772,0.18312421037807167
Apcnt_1003780,0.307246008288732
Apcnt_1003808,0.19678517699529452
Apcnt_1003812,0.03505780323023714
Apcnt_1003828,0.8784092738437826
Apcnt_1003840,0.05801791329525276
Apcnt_1003860,0.09591219869329387
Apcnt_1003864,0.15181927284449429
Apcnt_1003880,0.007002507097423978
Apcnt_1003888,0.44768774710468867
Apcnt_1003892,0.1844275149815741
Apcnt_1003896,0.29729859998807007
Apcnt_1003904,0.3452448050740757
Apcnt_1003924,0.36349229729384797
Apcnt_1003928,0.06268259146807766
Apcnt_1003964,0.08286895598129372
Apcnt_1003972,0.1368723249564561
Apcnt_1003984,0.13377152287580218
Apcnt_1004016,0.25216454583207576
Apcnt_1004028,0.06131536103598636
Apcnt_1004044,0.48605192564409055
Apcnt_1004048,0.15020456587847897
Apcnt_1004068,0.24994469401340685
Apcnt_1004096,0.3632892245124106
Apcnt_1004100,0.48391749764554653
Apcnt_1004128,0.3352128372286572
Apcnt_1004144,0.7958312874598518
Apcnt_1004152,0.23438946253725454
Apcnt_1004172,0.13623412257385029
Apcnt_1004208,0.04138862588132134
Apcnt_1004216,0.2951148985334806
Apcnt_1004220,0.20579786597166058
Apcnt_1004228,0.5316656459819348
Apcnt_1004240,0.19508978874307734
Apcnt_1004248,0.11271824719437852
Apcnt_1004264,0.16638918564080396
Apcnt_1004272,0.2316222770577998
Apcnt_1004288,0.4974964758405179
Apcnt_1004292,0.01949779625727788
Apcnt_1004300,0.19409032196104184
Apcnt_1004304,0.24638183395459834
Apcnt_1004312,0.3197965643537346
Apcnt_1004316,0.4671703644766642
Apcnt_1004332,0.16176782172340834
Apcnt_1004344,0.32210009589790783
Apcnt_1004348,0.277238815526466
Apcnt_1004352,0.7599796229911644
Apcnt_1004384,0.040521861632208625
Apcnt_1004392,0.2689155340466016
Apcnt_1004404,0.004394642586859026
Apcnt_1004408,0.010193532439633234
Apcnt_1004428,0.02702941507103617
Apcnt_1004432,0.16133239775318187
Apcnt_1004452,0.2629449203393692
Apcnt_1004456,0.26429234938743557
Apcnt_1004464,0.17789079283388032
Apcnt_1004476,0.26405829255305174
Apcnt_1004484,0.0070729021844716565
Apcnt_1004488,0.025584043410681642
Apcnt_1004500,0.25131469163092707
Apcnt_1004512,0.004306756516069899
Apcnt_1004528,0.024881426785161156
Apcnt_1004536,0.011516790600928932
Apcnt_1004544,0.03447685253481064
Apcnt_1004564,0.013410930569308255
Apcnt_1004572,0.01657737506436898
Apcnt_1004588,0.06481091904472253
Apcnt_1004624,0.1937463013808656
Apcnt_1004632,0.28573492102049997
Apcnt_1004636,0.25202253599893754
Apcnt_1004648,0.7978478492659156
Apcnt_1004680,0.7745892185801626
Apcnt_1004684,0.22612513626559216
Apcnt_1004704,0.4920766008906186
Apcnt_1004708,0.027034456826080994
Apcnt_1004712,0.43703607449600934
Apcnt_1004716,0.6251461688509224
Apcnt_1004752,0.2357325829033507
Apcnt_1004760,0.28468298981689527
Apcnt_1004772,0.2690605336860868
Apcnt_1004788,0.05080751079618751
Apcnt_1004792,0.002725697824860387
Apcnt_1004808,0.19002391878991712
Apcnt_1004812,0.11965373593434679
Apcnt_1004824,0.21643598230077013
Apcnt_1004828,0.49713893050911834
Apcnt_1004836,0.00641999433970322
Apcnt_1004864,0.34880381746091826
Apcnt_1004884,0.04403729062516828
Apcnt_1004888,0.41991096790998345
Apcnt_1004900,0.6381718574610526
Apcnt_1004912,0.14940147762724193
Apcnt_1004932,0.6313081273217407
Apcnt_1004944,0.0011492091339387008
Apcnt_1004968,0.00043077785822467
Apcnt_1004972,0.12099280810431923
Apcnt_1004976,0.41130884536407836
Apcnt_1004996,0.14082425366560591
Apcnt_1005000,0.38706023940724366
Apcnt_1005016,0.08702042363285194
Apcnt_1005040,0.5101842480199403
Apcnt_1005052,0.22963712687011706
Apcnt_1005056,0.27638740597396805
Apcnt_1005064,0.0940850689997606
Apcnt_1005080,0.764852170930248
Apcnt_1005088,0.12449065538424961
Apcnt_1005096,0.2499921240436062
Apcnt_1005100,0.35227848984416393
Apcnt_1005116,0.22093019940786834
Apcnt_1005144,0.2930553960682711
Apcnt_1005148,0.18510447779848058
Apcnt_1005168,0.4328164411805301
Apcnt_1005196,0.08875051621493911
Apcnt_1005200,0.1400829740640699
Apcnt_1005204,0.44558376502187497
Apcnt_1005208,0.3648881289864722
Apcnt_1005212,0.20709187203668816
Apcnt_1005216,0.3229755412882115
Apcnt_1005220,0.09687445595184005
Apcnt_1005256,0.2917363031000478
Apcnt_1005284,0.5284911854146602
Apcnt_1005316,0.1762805685074638
Apcnt_1005340,0.25478317982106774
